base_revision,candidate_type,path_or_object,exact_match,reason,sha256
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/outputs/flowstar_provenance_manifest.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,494a39cbdda4d3f476268c0a46305ca832dc76aba80bf65ae493d6a7b562ac07
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_tool_study/outputs/flowstar_provenance_manifest.md,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,67490208864e87d73020bd2423aec25bc4fbf2d3517cdb947ae2011a0204ae88
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_way_comparison/experiments/first_order_three_way/results/20260723T173852Z/flowstar_manifest_full.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,92570e36368a0c3e45f057c6882887319e2b09c4b39016b24a1c9693edf193e1
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_way_comparison/outputs/flowstar_provenance_manifest.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,494a39cbdda4d3f476268c0a46305ca832dc76aba80bf65ae493d6a7b562ac07
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_way_comparison/outputs/flowstar_provenance_manifest.md,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,67490208864e87d73020bd2423aec25bc4fbf2d3517cdb947ae2011a0204ae88
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_way_repair/experiments/first_order_three_way/results/20260723T173852Z/flowstar_manifest_full.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,92570e36368a0c3e45f057c6882887319e2b09c4b39016b24a1c9693edf193e1
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_way_repair/outputs/flowstar_provenance_manifest.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,494a39cbdda4d3f476268c0a46305ca832dc76aba80bf65ae493d6a7b562ac07
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_three_way_repair/outputs/flowstar_provenance_manifest.md,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,67490208864e87d73020bd2423aec25bc4fbf2d3517cdb947ae2011a0204ae88
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_tora_q3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_a1fb352_frozen_replay/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/flowstar_step1_stage_observer_20260813.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e2f9186e1576502d45771dfc5c244998680a1947d5c5bde7b8251536d7ac813c
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_29c9ee8/outputs/flowstar_torch_causal_mechanism_closure_20260813/20260813T060020Z/00_identity_provenance/flowstar_instrumentation_final.diff,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,edd23188ca840fb6099f46e980bf49b05f3eb26f8640e060b9fa91cee5e37077
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/flowstar_step1_stage_observer_20260813.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e2f9186e1576502d45771dfc5c244998680a1947d5c5bde7b8251536d7ac813c
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_5ce33ad/outputs/flowstar_torch_causal_mechanism_closure_20260813/20260813T060020Z/00_identity_provenance/flowstar_instrumentation_final.diff,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,edd23188ca840fb6099f46e980bf49b05f3eb26f8640e060b9fa91cee5e37077
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/flowstar_step1_stage_observer_20260813.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e2f9186e1576502d45771dfc5c244998680a1947d5c5bde7b8251536d7ac813c
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_c2_scientific_7fb2a7d/outputs/flowstar_torch_causal_mechanism_closure_20260813/20260813T060020Z/00_identity_provenance/flowstar_instrumentation_final.diff,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,edd23188ca840fb6099f46e980bf49b05f3eb26f8640e060b9fa91cee5e37077
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_vdp_cross_step_carry_lineage_audit/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
